날짜,항목,팀,선수,비고,포지션
2024-05-01,소속선수 추가 등록,LG,최원영,육성선수 말소,외야수
2024-05-01,소속선수 추가 등록,SSG,정준재,육성선수 말소,내야수
2024-05-01,소속선수 추가 등록,롯데,백두산,육성선수 말소,포수
2024-05-01,소속선수 추가 등록,키움,이승원,육성선수 말소,내야수
2024-05-01,등번호 변경,LG,최원영,118→38,외야수
2024-05-01,등번호 변경,롯데,백두산,102→55,포수
2024-04-29,부상자 명단,NC,송명기,15일,투수
2024-04-29,부상자 명단,롯데,황성빈,15일,외야수
2024-04-29,부상자 명단,한화,김민우,15일,투수
2024-04-27,부상자 명단,LG,김윤식,10일,투수
2024-04-27,웨이버,SSG,더거,,투수
2024-04-26,부상자 명단,LG,이지강,15일,투수
2024-04-26,치료·재활명단,KIA,이송찬,11일,투수
2024-04-24,치료·재활명단,KIA,장민기,11일,투수
2024-04-22,부상자 명단,LG,안익훈,15일,외야수
2024-04-22,부상자 명단,SSG,김성현,10일,내야수
2024-04-22,부상자 명단,두산,알칸타라,10일,투수
2024-04-22,부상자 명단,키움,이주형,10일,외야수
2024-04-22,부상자 명단,키움,이형종,30일,외야수
2024-04-21,부상자 명단,LG,최동환,15일,투수
2024-04-21,부상자 명단,KIA,박민,10일,내야수
2024-04-21,부상자 명단,KIA,이의리,10일,투수
2024-04-21,부상자 명단,KIA,임기영,10일,투수
2024-04-21,부상자 명단,한화,최재훈,10일,포수
2024-04-21,부상자 명단,키움,박수종,15일 / 5.3 1군 엔트리 등록,외야수
2024-04-21,등번호 변경,두산,전다민,114→58,외야수
2024-04-20,부상자 명단,KT,고영표,15일,투수
2024-04-19,부상자 명단,삼성,백정현,15일,투수
2024-04-19,부상자 명단,삼성,전병우,10일,내야수
2024-04-19,군보류 자유계약선수,두산,권휘,,투수
2024-04-19,군보류 자유계약선수,두산,남호,,투수
2024-04-18,부상자 명단,두산,브랜든,10일,투수
2024-04-18,부상자 명단,삼성,이상민,15일,투수
2024-04-17,부상자 명단,LG,백승현,15일,투수
2024-04-16,군보류 자유계약선수,삼성,차동영,,포수
2024-04-15,부상자 명단,키움,이재상,30일,내야수
2024-04-14,부상자 명단,한화,김민우,15일,투수
2024-04-13,부상자 명단,KT,이상동,30일,투수
2024-04-13,부상자 명단,한화,채은성,10일,외야수
2024-04-12,부상자 명단,NC,박영빈,30일,외야수
2024-04-12,부상자 명단,두산,김인태,10일,외야수
2024-04-12,부상자 명단,두산,장승현,10일,포수
2024-04-12,부상자 명단,키움,이주형,10일,외야수
2024-04-11,부상자 명단,LG,이지강,15일,투수
2024-04-11,부상자 명단,KIA,박민,10일,내야수
2024-04-11,부상자 명단,KIA,이의리,10일,투수
2024-04-11,부상자 명단,KIA,임기영,10일,투수
2024-04-10,부상자 명단,NC,데이비슨,10일,내야수
2024-04-10,부상자 명단,NC,류진욱,10일,투수
2024-04-09,부상자 명단,삼성,전병우,10일,내야수
2024-04-09,부상자 명단,한화,하주석,30일,내야수
2024-04-08,부상자 명단,KT,김민혁,10일,외야수
2024-04-08,부상자 명단,KT,배정대,30일,외야수
2024-04-07,부상자 명단,KIA,박찬호,10일,내야수
2024-04-07,부상자 명단,삼성,류지혁,10일,내야수
2024-04-06,부상자 명단,키움,박수종,15일,외야수
2024-04-05,부상자 명단,KT,고영표,15일,투수
2024-04-04,부상자 명단,삼성,백정현,15일,투수
2024-04-04,군보류 자유계약선수,KT,안현민,,외야수
2024-04-04,군보류 자유계약선수,KT,유준규,,내야수
2024-04-04,군보류 자유계약선수,KT,지명성,,투수
2024-04-03,부상자 명단,삼성,이상민,15일,투수
2024-04-02,경조휴가,삼성,맥키넌,5일,내야수
2024-04-01,부상자 명단,KIA,임기영,10일,투수
2024-03-31,부상자 명단,SSG,엘리아스,10일,투수
2024-03-30,부상자 명단,삼성,전병우,10일,내야수
2024-03-30,등번호 변경,SSG,류현곤,43→68,투수
2024-03-30,트레이드,LG,우강훈,롯데→LG,투수
2024-03-30,트레이드,롯데,손호영,LG→롯데,내야수
2024-03-28,부상자 명단,KIA,황대인,30일,내야수
2024-03-28,부상자 명단,삼성,류지혁,10일,내야수
2024-03-28,등번호 변경,두산,최종인,104→40,투수
2024-03-21,군보류 자유계약선수,한화,송호정,,내야수
2024-03-21,군보류 자유계약선수,한화,유민,,외야수
2024-03-21,군보류 자유계약선수,한화,조은,,투수
2024-03-15,소속선수 추가 등록,키움,김성민,군보류 해제,투수
2024-03-09,소속선수 추가 등록,KT,송민섭,,외야수
2024-03-04,군보류,한화,강재민,,투수
2024-03-04,소속선수 추가 등록,한화,류현진,,투수
2024-03-04,등번호 변경,롯데,정우준,55→12,투수
2024-03-04,임의해지 복귀,한화,류현진,임의해지일:2013.1.10,투수
2024-02-22,군보류 자유계약선수,두산,김도윤,,투수
2024-02-22,군보류 자유계약선수,KIA,김도현,,투수
2024-02-14,군보류 자유계약선수,KIA,권혁경,,포수
2024-02-14,군보류 자유계약선수,KIA,박건우,,투수
2024-02-14,군보류 자유계약선수,롯데,이승헌,,투수
2024-02-14,임의해지,LG,고우석,,투수
2024-02-14,임의해지,한화,김진욱,,투수
2024-02-14,임의해지,키움,이정후,,외야수
2024-01-31,군보류 자유계약선수,KT,윤준혁,,내야수
2024-01-31,군보류 자유계약선수,KT,한차현,,투수
2024-01-31,군보류 자유계약선수,두산,강현구,,외야수
2024-01-31,군보류 자유계약선수,두산,조제영,,투수
2024-01-31,군보류 자유계약선수,롯데,김동규,,내야수
2024-01-31,군보류 자유계약선수,롯데,박재민,,투수
2024-01-31,군보류 자유계약선수,삼성,주한울,,외야수
2024-01-31,군보류 자유계약선수,키움,이명기,,내야수
2024-01-31,자유계약선수,KT,김태오,,투수
2024-01-31,자유계약선수,KT,류현인,,내야수
2024-01-31,자유계약선수,KT,신범준,,투수
2024-01-31,자유계약선수,KT,양승혁,,내야수
2024-01-31,자유계약선수,KT,최성민,,외야수
2024-01-31,자유계약선수,NC,노시훈,,투수
2024-01-31,자유계약선수,NC,목지훈,,투수
2024-01-31,자유계약선수,NC,서동욱,,투수
2024-01-31,자유계약선수,NC,이우석,,투수
2024-01-31,자유계약선수,NC,전루건,,투수
2024-01-31,자유계약선수,NC,하준수,,투수
2024-01-31,자유계약선수,두산,임서준,,내야수
2024-01-31,자유계약선수,두산,전형근,,투수
2024-01-31,자유계약선수,두산,제환유,,투수
2024-01-31,자유계약선수,KIA,오정환,,내야수
2024-01-31,자유계약선수,KIA,이송찬,,투수
2024-01-31,자유계약선수,KIA,임석진,,내야수
2024-01-31,자유계약선수,롯데,박명현,,투수
2024-01-31,자유계약선수,롯데,박영완,,투수
2024-01-31,자유계약선수,롯데,이민석,,투수
2024-01-31,자유계약선수,롯데,최종은,,내야수
2024-01-31,자유계약선수,한화,김종수,,투수
2024-01-31,자유계약선수,한화,이승관,,투수
2024-01-31,자유계약선수,키움,김준형,,투수
2024-01-31,자유계약선수,키움,노운현,,투수
2024-01-31,자유계약선수,키움,송재선,,외야수
2024-01-31,자유계약선수,키움,양지율,,투수
2024-01-31,자유계약선수,키움,우승원,,외야수
2024-01-31,자유계약선수,키움,윤정현,,투수
2024-01-31,자유계약선수,키움,이승원,,내야수
2024-01-31,자유계약선수,키움,조성훈,,투수
2024-01-31,FA 계약,LG,임찬규,,투수
2024-01-31,FA 계약,LG,함덕주,,투수
2024-01-31,FA 계약,KT,주권,,투수
2024-01-31,FA 계약,두산,양석환,,내야수
2024-01-31,FA 계약,두산,홍건희,,투수
2024-01-31,FA 계약,KIA,김선빈,,내야수
2024-01-26,트레이드,LG,김민수,롯데→LG,내야수
2024-01-26,트레이드,롯데,김민성,LG→롯데,내야수
2024-01-26,FA 계약,LG,김민성,,내야수
2024-01-18,FA 계약,SSG,김민식,,포수
2024-01-18,FA 계약,삼성,강한울,,내야수
2024-01-18,FA 계약,삼성,오승환,,투수
2024-01-12,트레이드,SSG,이지영,키움→SSG,포수
2024-01-12,트레이드,키움,신인,"2025 신인드래프트 3R, SSG→키움",지명권
2024-01-12,FA 계약,키움,이지영,,포수
2024-01-10,FA 계약,삼성,김대우,,투수
2024-01-07,FA 계약,삼성,임창민,,투수
2023-12-23,군보류,LG,권동혁,,외야수
2023-12-23,군보류,LG,이정용,,투수
2023-12-23,FA 계약,LG,오지환,,내야수
2023-12-23,FA 계약,한화,장민재,,투수
2023-12-19,임의해지,한화,장지승,,외야수
2023-12-19,자유계약선수,두산,박유연,,포수
2023-11-30,FA 보상선수,KT,문용익,삼성→KT,투수
2023-11-30,군보류,SSG,윤태현,,투수
2023-11-30,군보류,LG,김주완,,투수
2023-11-30,군보류,LG,이민호,,투수
2023-11-30,군보류,LG,이준서,,외야수
2023-11-30,군보류,삼성,김시온,,투수
2023-11-30,군보류 자유계약선수,삼성,장지훈,,투수
2023-11-30,자유계약선수,SSG,김규남,,외야수
2023-11-30,자유계약선수,SSG,김주한,,투수
2023-11-30,자유계약선수,SSG,김태훈,,투수
2023-11-30,자유계약선수,SSG,맥카티,,투수
2023-11-30,자유계약선수,SSG,서동민,,투수
2023-11-30,자유계약선수,SSG,이재원,,포수
2023-11-30,자유계약선수,SSG,임준섭,,투수
2023-11-30,자유계약선수,키움,맥키니,,투수
2023-11-30,자유계약선수,LG,서건창,,내야수
2023-11-30,자유계약선수,LG,송은범,,투수
2023-11-30,자유계약선수,LG,이천웅,,외야수
2023-11-30,자유계약선수,LG,임정우,,투수
2023-11-30,자유계약선수,LG,정주현,,내야수
2023-11-30,자유계약선수,LG,최민창,,외야수
2023-11-30,자유계약선수,LG,최현준,,내야수
2023-11-30,자유계약선수,KT,김병희,,내야수
2023-11-30,자유계약선수,KT,문상인,,포수
2023-11-30,자유계약선수,KT,박선우,,투수
2023-11-30,자유계약선수,KT,알포드,,외야수
2023-11-30,자유계약선수,KT,이상호,,내야수
2023-11-30,자유계약선수,KT,이시원,,외야수
2023-11-30,자유계약선수,KT,조현우,,투수
2023-11-30,자유계약선수,KIA,고영창,,투수
2023-11-30,자유계약선수,KIA,남하준,,투수
2023-11-30,자유계약선수,KIA,박일훈,,투수
2023-11-30,자유계약선수,KIA,산체스,,투수
2023-11-30,자유계약선수,KIA,송후섭,,투수
2023-11-30,자유계약선수,NC,권정웅,,포수
2023-11-30,자유계약선수,NC,마틴,,외야수
2023-11-30,자유계약선수,NC,박석민,,내야수
2023-11-30,자유계약선수,NC,정진기,,외야수
2023-11-30,자유계약선수,NC,태너,,투수
2023-11-30,자유계약선수,삼성,김호재,,내야수
2023-11-30,자유계약선수,삼성,노건우,,투수
2023-11-30,자유계약선수,삼성,박세웅,,투수
2023-11-30,자유계약선수,삼성,송준석,,외야수
2023-11-30,자유계약선수,삼성,와이드너,,투수
2023-11-30,자유계약선수,삼성,이태훈,,내야수
2023-11-30,자유계약선수,롯데,구드럼,,내야수
2023-11-30,자유계약선수,롯데,문경찬,,투수
2023-11-30,자유계약선수,롯데,박형준,,외야수
2023-11-30,자유계약선수,롯데,배영빈,,내야수
2023-11-30,자유계약선수,롯데,안권수,,외야수
2023-11-30,자유계약선수,두산,고봉재,,투수
2023-11-30,자유계약선수,두산,김지용,,투수
2023-11-30,자유계약선수,두산,신성현,,내야수
2023-11-30,자유계약선수,두산,장원준,,투수
2023-11-30,자유계약선수,한화,김재영,,투수
2023-11-30,자유계약선수,한화,노수광,,외야수
2023-11-30,자유계약선수,한화,류원석,,투수
2023-11-30,자유계약선수,한화,류희운,,투수
2023-11-30,자유계약선수,한화,박윤철,,투수
2023-11-30,자유계약선수,한화,송윤준,,투수
2023-11-30,자유계약선수,한화,윌리엄스,,외야수
2023-11-30,자유계약선수,한화,유상빈,,외야수
2023-11-30,자유계약선수,한화,이성곤,,내야수
2023-11-30,자유계약선수,한화,이재민,,투수
2023-11-30,자유계약선수,한화,장운호,,외야수
2023-11-27,트레이드,LG,신인,"2025 신인드래프트 5R, 롯데→LG",지명권
2023-11-27,트레이드,롯데,진해수,LG→롯데,투수
2023-11-27,FA 계약,롯데,전준우,,내야수
2023-11-24,FA 계약,삼성,김재윤,,투수
2023-11-23,2차 드래프트,SSG,박대온,NC→SSG,포수
2023-11-23,2차 드래프트,SSG,신범수,KIA→SSG,포수
2023-11-23,2차 드래프트,키움,오석주,LG→키움,투수
2023-11-23,2차 드래프트,키움,조성훈,SSG→키움,투수
2023-11-23,2차 드래프트,키움,최주환,SSG→키움,내야수
2023-11-23,2차 드래프트,LG,이종준,NC→LG,투수
2023-11-23,2차 드래프트,KT,김철호,NC→KT,내야수
2023-11-23,2차 드래프트,KT,우규민,삼성→KT,투수
2023-11-23,2차 드래프트,KT,이태규,KIA→KT,투수
2023-11-23,2차 드래프트,KIA,고명성,KT→KIA,내야수
2023-11-23,2차 드래프트,KIA,이형범,두산→KIA,투수
2023-11-23,2차 드래프트,NC,김재열,KIA→NC,투수
2023-11-23,2차 드래프트,NC,송승환,두산→NC,외야수
2023-11-23,2차 드래프트,삼성,양현,키움→삼성,투수
2023-11-23,2차 드래프트,삼성,전병우,키움→삼성,내야수
2023-11-23,2차 드래프트,삼성,최성훈,LG→삼성,투수
2023-11-23,2차 드래프트,롯데,오선진,한화→롯데,내야수
2023-11-23,2차 드래프트,롯데,최항,SSG→롯데,내야수
2023-11-23,2차 드래프트,두산,김기연,LG→두산,포수
2023-11-23,2차 드래프트,한화,김강민,SSG→한화,외야수
2023-11-23,2차 드래프트,한화,배민서,NC→한화,투수
2023-11-23,2차 드래프트,한화,이상규,LG→한화,투수
2023-11-23,군보류,키움,박주홍,,외야수
2023-11-22,FA 계약,KIA,고종욱,,외야수
2023-11-22,FA 계약,한화,안치홍,,내야수
2023-11-18,FA 자격취득,SSG,김민식,,포수
2023-11-18,FA 자격취득,키움,이지영,,포수
2023-11-18,FA 자격취득,키움,임창민,,투수
2023-11-18,FA 자격취득,LG,김민성,,내야수
2023-11-18,FA 자격취득,LG,오지환,,내야수
2023-11-18,FA 자격취득,LG,임찬규,,투수
2023-11-18,FA 자격취득,LG,함덕주,,투수
2023-11-18,FA 자격취득,KT,김재윤,,투수
2023-11-18,FA 자격취득,KT,주권,,투수
2023-11-18,FA 자격취득,KIA,고종욱,,외야수
2023-11-18,FA 자격취득,KIA,김선빈,,내야수
2023-11-18,FA 자격취득,삼성,강한울,,내야수
2023-11-18,FA 자격취득,삼성,김대우,,투수
2023-11-18,FA 자격취득,삼성,오승환,,투수
2023-11-18,FA 자격취득,롯데,안치홍,,내야수
2023-11-18,FA 자격취득,롯데,전준우,,내야수
2023-11-18,FA 자격취득,두산,양석환,,내야수
2023-11-18,FA 자격취득,두산,홍건희,,투수
2023-11-18,FA 자격취득,한화,장민재,,투수
2023-11-17,군보류,롯데,석상호,,투수
2023-11-02,군보류,LG,송대현,,내야수
2023-11-02,군보류,LG,조원태,,투수
2023-10-31,군보류,롯데,조경민,,투수
2023-10-26,치료·재활명단,LG,정우영,10일,투수
2023-10-25,군보류,롯데,윤수녕,,외야수
2023-10-24,치료·재활명단,LG,김진성,10일,투수
2023-10-24,치료·재활명단,LG,박해민,10일,외야수
2023-10-24,자유계약선수,롯데,국해성,,외야수
